Partner,Index_Type,YearMonth,Index_Value
Australia,CHN->Partner,2017-11,1.3459518379659325
Australia,CHN->Partner,2017-12,-0.8841576900854964
Australia,CHN->Partner,2018-01,-0.7194428558881949
Australia,CHN->Partner,2018-02,0.5780475758866679
Australia,CHN->Partner,2018-03,-1.746170618738363
Australia,CHN->Partner,2018-04,-1.4306382649113196
Australia,CHN->Partner,2018-05,0.5542779752700149
Australia,CHN->Partner,2018-06,-0.9637088247321799
Australia,CHN->Partner,2018-07,2.3769839649484314
Australia,CHN->Partner,2018-08,1.0824867506185694
Australia,CHN->Partner,2018-09,2.8677059136834124
Australia,CHN->Partner,2018-10,-0.23446286082628198
Australia,CHN->Partner,2018-11,1.0523296936506874
Australia,CHN->Partner,2018-12,1.0171663436341571
Australia,CHN->Partner,2019-01,-2.914187880266608
Australia,CHN->Partner,2019-02,-0.64386147261175
Australia,CHN->Partner,2019-03,4.391901864405348
Australia,CHN->Partner,2019-04,-1.3109653776529981
Australia,CHN->Partner,2019-05,3.4666666666666632
Australia,CHN->Partner,2019-06,0.35999999999999943
Australia,CHN->Partner,2019-07,-0.23963350182955345
Australia,CHN->Partner,2019-08,-1.669680228324971
Australia,CHN->Partner,2019-09,-1.1514654402372777
Australia,CHN->Partner,2019-10,-2.5267451223330433
Australia,CHN->Partner,2019-11,-0.6147537196521125
Australia,CHN->Partner,2019-12,0.6188751298322828
Australia,CHN->Partner,2020-01,-0.18300793645200386
Australia,CHN->Partner,2020-02,-1.4859180002749355
Australia,CHN->Partner,2020-03,-4.391098465319285
Australia,CHN->Partner,2020-04,-3.0875468589865642
Australia,CHN->Partner,2020-05,-3.6173526695101907
Australia,CHN->Partner,2020-06,-2.6670375569394604
Australia,CHN->Partner,2020-07,-1.414137901659272
Australia,CHN->Partner,2020-08,1.127718937992526
Australia,CHN->Partner,2020-09,-2.12004293991175
Australia,CHN->Partner,2020-10,-2.6536496539872694
Australia,CHN->Partner,2020-11,0.8017851210451301
Australia,CHN->Partner,2020-12,-3.20689716793646
Australia,CHN->Partner,2021-01,-3.136675041928921
Australia,CHN->Partner,2021-02,-3.5698211247074854
Australia,CHN->Partner,2021-03,-1.2064111430266902
Australia,CHN->Partner,2021-04,0.5786569983801311
Australia,CHN->Partner,2021-05,-2.049509226671443
Australia,CHN->Partner,2021-06,-0.8381218510362896
Australia,CHN->Partner,2021-07,-0.3860716716868158
Australia,CHN->Partner,2021-08,-0.5
Australia,CHN->Partner,2021-09,-0.5514717898026387
Australia,CHN->Partner,2021-10,-1.2482024860845264
Australia,CHN->Partner,2021-11,-1.2834166664983933
Australia,CHN->Partner,2021-12,-0.7453705718607342
Australia,CHN->Partner,2022-01,-2.1726816828964655
Australia,CHN->Partner,2022-02,-3.454357401226213
Australia,CHN->Partner,2022-03,-1.7325721989819556
Australia,CHN->Partner,2022-04,0.36163388245656414
Australia,CHN->Partner,2022-05,2.3417410920797046
Australia,CHN->Partner,2022-06,-1.656166100145347
Australia,CHN->Partner,2022-07,-0.29055198943382443
Australia,CHN->Partner,2022-08,-2.433429490364885
Australia,CHN->Partner,2022-09,0.5688660872684892
Australia,CHN->Partner,2022-10,2.695238686608892
Australia,CHN->Partner,2022-11,0.22883197317702475
Australia,CHN->Partner,2022-12,3.3620468401205983
Australia,CHN->Partner,2023-01,1.2178906857232352
Australia,CHN->Partner,2023-02,2.3976707237509896
Australia,CHN->Partner,2023-03,1.1650150972924873
Australia,CHN->Partner,2023-04,2.1521068512614754
Australia,Partner->CHN,2002-01,3.344583598569521
Australia,Partner->CHN,2002-02,3.5333333333333368
Australia,Partner->CHN,2002-03,0.19031926578004388
Australia,Partner->CHN,2002-04,2.5200252027414027
Australia,Partner->CHN,2002-05,0.9652116071295147
Australia,Partner->CHN,2002-06,3.2237874656353753
Australia,Partner->CHN,2002-07,1.5593845835418065
Australia,Partner->CHN,2002-08,2.8748424751274655
Australia,Partner->CHN,2002-09,2.42426091357596
Australia,Partner->CHN,2002-10,2.58404676819265
Australia,Partner->CHN,2002-11,2.193555063310539
Australia,Partner->CHN,2002-12,1.93513432298543
Australia,Partner->CHN,2003-01,0.21772235904853332
Australia,Partner->CHN,2003-02,0.7611542763799086
Australia,Partner->CHN,2003-03,1.5249999999999968
Australia,Partner->CHN,2003-04,1.1323725914558995
Australia,Partner->CHN,2003-05,3.089068276024797
Australia,Partner->CHN,2003-06,2.0799999999999983
Australia,Partner->CHN,2003-07,0.47627513687048406
Australia,Partner->CHN,2003-08,2.1226152839336727
Australia,Partner->CHN,2003-09,1.6373386679349284
Australia,Partner->CHN,2003-10,2.4962220722693456
Australia,Partner->CHN,2003-11,0.5687927498665513
Australia,Partner->CHN,2003-12,2.9000000000000004
Australia,Partner->CHN,2004-01,2.7744141218364327
Australia,Partner->CHN,2004-02,1.4555401945071846
Australia,Partner->CHN,2004-03,2.508217517255691
Australia,Partner->CHN,2004-04,1.8841141520416738
Australia,Partner->CHN,2004-05,0.6221143170299754
Australia,Partner->CHN,2004-06,0.12761469171990925
Australia,Partner->CHN,2004-07,2.418877174327477
Australia,Partner->CHN,2004-08,2.5535884697811255
Australia,Partner->CHN,2004-09,4.0
Australia,Partner->CHN,2004-10,2.3478115870482057
Australia,Partner->CHN,2004-11,3.3414830652586627
Australia,Partner->CHN,2004-12,0.45053308897444744
Australia,Partner->CHN,2005-01,1.0
Australia,Partner->CHN,2005-02,2.7644020716904603
