country,avg_shock,db,node,config
Vietnam,0.12822091906131575,ICEWS,Financial Crisis Cooperation,longer_pre
Australia,-0.5150551573412727,ICEWS,Pivot to Asia announced,longer_pre
Belgium,-0.07277973807716491,ICEWS,Pivot to Asia announced,longer_pre
Brazil,-0.1862833140982468,ICEWS,Pivot to Asia announced,longer_pre
Canada,0.1743044850379847,ICEWS,Pivot to Asia announced,longer_pre
France,0.10623823896650889,ICEWS,Pivot to Asia announced,longer_pre
Germany,0.6197995604562304,ICEWS,Pivot to Asia announced,longer_pre
India,0.2894417428795683,ICEWS,Pivot to Asia announced,longer_pre
Indonesia,0.2630087918504848,ICEWS,Pivot to Asia announced,longer_pre
Iran,-0.39620342402286,ICEWS,Pivot to Asia announced,longer_pre
Italy,-1.4119031444705172,ICEWS,Pivot to Asia announced,longer_pre
Japan,0.18645134662682172,ICEWS,Pivot to Asia announced,longer_pre
Malaysia,-0.21579868099304383,ICEWS,Pivot to Asia announced,longer_pre
Mexico,0.7427517271819684,ICEWS,Pivot to Asia announced,longer_pre
Netherlands,-1.1231619066845913,ICEWS,Pivot to Asia announced,longer_pre
Philippines,-0.8777045811744036,ICEWS,Pivot to Asia announced,longer_pre
Russia,-0.6766137207608456,ICEWS,Pivot to Asia announced,longer_pre
Saudi Arabia,0.38048358919749015,ICEWS,Pivot to Asia announced,longer_pre
Singapore,-0.8715213412586509,ICEWS,Pivot to Asia announced,longer_pre
South Korea,-0.6926844141825472,ICEWS,Pivot to Asia announced,longer_pre
Spain,-0.07341622138611231,ICEWS,Pivot to Asia announced,longer_pre
Thailand,1.1024613041324467,ICEWS,Pivot to Asia announced,longer_pre
United Arab Emirates,0.10220389394437909,ICEWS,Pivot to Asia announced,longer_pre
United Kingdom,0.15371872615954507,ICEWS,Pivot to Asia announced,longer_pre
Vietnam,0.1969002729799731,ICEWS,Pivot to Asia announced,longer_pre
Australia,0.5869952808247101,ICEWS,South China Sea Arbitration Ruling,longer_pre
Belgium,1.0053873901196049,ICEWS,South China Sea Arbitration Ruling,longer_pre
Brazil,0.19350747943808808,ICEWS,South China Sea Arbitration Ruling,longer_pre
Canada,0.6502355507638788,ICEWS,South China Sea Arbitration Ruling,longer_pre
France,0.18677393348447702,ICEWS,South China Sea Arbitration Ruling,longer_pre
Germany,0.4958353048149076,ICEWS,South China Sea Arbitration Ruling,longer_pre
India,-0.19279966107118562,ICEWS,South China Sea Arbitration Ruling,longer_pre
Indonesia,0.35027995128422257,ICEWS,South China Sea Arbitration Ruling,longer_pre
Iran,-0.1669875318740532,ICEWS,South China Sea Arbitration Ruling,longer_pre
Italy,-0.23980023232144662,ICEWS,South China Sea Arbitration Ruling,longer_pre
Japan,-0.26421365045458006,ICEWS,South China Sea Arbitration Ruling,longer_pre
Malaysia,-0.20072089902831775,ICEWS,South China Sea Arbitration Ruling,longer_pre
Mexico,0.029454493216698546,ICEWS,South China Sea Arbitration Ruling,longer_pre
Netherlands,-2.0750807013179373,ICEWS,South China Sea Arbitration Ruling,longer_pre
Philippines,1.2206431314968818,ICEWS,South China Sea Arbitration Ruling,longer_pre
Russia,-0.5322856825096167,ICEWS,South China Sea Arbitration Ruling,longer_pre
Saudi Arabia,0.14267306998259477,ICEWS,South China Sea Arbitration Ruling,longer_pre
Singapore,-0.6481160355482951,ICEWS,South China Sea Arbitration Ruling,longer_pre
South Korea,-1.1336447707235626,ICEWS,South China Sea Arbitration Ruling,longer_pre
Spain,0.3127192969041672,ICEWS,South China Sea Arbitration Ruling,longer_pre
Thailand,0.9738136761963877,ICEWS,South China Sea Arbitration Ruling,longer_pre
United Arab Emirates,0.6850916857331312,ICEWS,South China Sea Arbitration Ruling,longer_pre
United Kingdom,-0.12437142500734409,ICEWS,South China Sea Arbitration Ruling,longer_pre
Vietnam,-0.20704301906426753,ICEWS,South China Sea Arbitration Ruling,longer_pre
Australia,-0.40857133114192423,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Belgium,0.07393446012892266,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Brazil,-0.48687185687336987,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Canada,-1.043437339602393,ICEWS,Steel/aluminum tariffs imposed,longer_pre
France,0.4421392698753514,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Germany,1.1068279984146498,ICEWS,Steel/aluminum tariffs imposed,longer_pre
India,0.7121750887417007,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Indonesia,0.3455472450220923,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Iran,0.044596683773506604,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Italy,0.14745285745885964,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Japan,-0.015388929253730496,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Malaysia,0.47829235747410287,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Mexico,0.09262875952682945,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Netherlands,0.2299863213627175,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Philippines,-0.2599902155212323,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Russia,0.04215788736005875,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Saudi Arabia,0.24363297147018378,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Singapore,0.853380109691545,ICEWS,Steel/aluminum tariffs imposed,longer_pre
South Korea,0.8538499585176127,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Spain,-0.7218570589037283,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Thailand,-0.7820932929449007,ICEWS,Steel/aluminum tariffs imposed,longer_pre
United Arab Emirates,-0.39041722647940025,ICEWS,Steel/aluminum tariffs imposed,longer_pre
United Kingdom,-0.1643400862273142,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Vietnam,0.11361041160075422,ICEWS,Steel/aluminum tariffs imposed,longer_pre
Australia,-0.24201392336632252,ICEWS,US bans ZTE from tech exports,longer_pre
Belgium,0.08222279676806998,ICEWS,US bans ZTE from tech exports,longer_pre
Brazil,-0.35828591079855,ICEWS,US bans ZTE from tech exports,longer_pre
Canada,-0.7225718717856203,ICEWS,US bans ZTE from tech exports,longer_pre
France,-0.22969827931258247,ICEWS,US bans ZTE from tech exports,longer_pre
Germany,1.0018001414162634,ICEWS,US bans ZTE from tech exports,longer_pre
India,0.6530009315052746,ICEWS,US bans ZTE from tech exports,longer_pre
Indonesia,0.25009933039764226,ICEWS,US bans ZTE from tech exports,longer_pre
Iran,-0.08903184867519433,ICEWS,US bans ZTE from tech exports,longer_pre
Italy,0.23766555942132506,ICEWS,US bans ZTE from tech exports,longer_pre
Japan,0.10885567873713958,ICEWS,US bans ZTE from tech exports,longer_pre
Malaysia,0.43823540604830724,ICEWS,US bans ZTE from tech exports,longer_pre
Mexico,0.08504280042807913,ICEWS,US bans ZTE from tech exports,longer_pre
Netherlands,0.2889548485779941,ICEWS,US bans ZTE from tech exports,longer_pre
Philippines,-0.2311649710619216,ICEWS,US bans ZTE from tech exports,longer_pre
Russia,0.1477530990532105,ICEWS,US bans ZTE from tech exports,longer_pre
Saudi Arabia,0.09273554451195022,ICEWS,US bans ZTE from tech exports,longer_pre
Singapore,0.2503821393969939,ICEWS,US bans ZTE from tech exports,longer_pre
South Korea,0.7207674912955442,ICEWS,US bans ZTE from tech exports,longer_pre
Spain,-0.8583327671905645,ICEWS,US bans ZTE from tech exports,longer_pre
Thailand,-0.665297389414014,ICEWS,US bans ZTE from tech exports,longer_pre
United Arab Emirates,-0.3831056817097519,ICEWS,US bans ZTE from tech exports,longer_pre
United Kingdom,-0.6865610373881398,ICEWS,US bans ZTE from tech exports,longer_pre
Vietnam,0.08408650411102163,ICEWS,US bans ZTE from tech exports,longer_pre
Australia,0.18930837072342663,ICEWS,Trade War Begins,longer_pre
Belgium,0.1257537015994759,ICEWS,Trade War Begins,longer_pre
Brazil,-0.7210658244731881,ICEWS,Trade War Begins,longer_pre
Canada,-0.4965450633137148,ICEWS,Trade War Begins,longer_pre
France,-0.8299508914882555,ICEWS,Trade War Begins,longer_pre
Germany,0.1550031697431159,ICEWS,Trade War Begins,longer_pre
India,0.23311111174929425,ICEWS,Trade War Begins,longer_pre
Indonesia,0.61273875053254645,ICEWS,Trade War Begins,longer_pre
Iran,-0.7841670791057083,ICEWS,Trade War Begins,longer_pre
Italy,0.370748544814406,ICEWS,Trade War Begins,longer_pre
Japan,-0.31729643109777145,ICEWS,Trade War Begins,longer_pre
Malaysia,-0.14765773267114232,ICEWS,Trade War Begins,longer_pre
Mexico,-0.3098832813194281,ICEWS,Trade War Begins,longer_pre
Netherlands,0.05734987893973353,ICEWS,Trade War Begins,longer_pre
Philippines,0.07322847952385221,ICEWS,Trade War Begins,longer_pre
Russia,6.791721013643908e-4,ICEWS,Trade War Begins,longer_pre
Saudi Arabia,0.26796534548181056,ICEWS,Trade War Begins,longer_pre
Singapore,0.3615913087736646,ICEWS,Trade War Begins,longer_pre
South Korea,-0.06643863744314768,ICEWS,Trade War Begins,longer_pre
Spain,-0.6987130034740672,ICEWS,Trade War Begins,longer_pre
Thailand,-0.42025345379966195,ICEWS,Trade War Begins,longer_pre
United Arab Emirates,-0.323884771698715,ICEWS,Trade War Begins,longer_pre
United Kingdom,-1.485887087129643,ICEWS,Trade War Begins,longer_pre
Vietnam,0.4591194656158954,ICEWS,Trade War Begins,longer_pre
Australia,-0.06632403126957104,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Belgium,0.3446224822932502,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Brazil,-0.7229504884924052,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Canada,-1.2679929902467457,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
France,-0.6062432327389027,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Germany,-0.7838299275769617,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
India,-0.40427873011213705,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Indonesia,-0.30985291756240746,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Iran,-0.28257080619274194,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Italy,0.3041242990551793,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Japan,-0.5171044331678407,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Malaysia,0.22444874132614523,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Mexico,0.30071903297770436,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Netherlands,0.13946445349383763,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Philippines,-0.31216220357610713,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Russia,-0.31107364839773144,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Saudi Arabia,1.1791005395623975,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Singapore,-0.052963277235491595,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
South Korea,-0.1154618406779109,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Spain,-0.18540946416885912,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Thailand,0.23110354706155617,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
United Arab Emirates,-0.3009066931795261,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
United Kingdom,-1.0854715679128117,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Vietnam,0.18382334186352806,ICEWS,Huawei CFO Meng Wanzhou arrested,longer_pre
Australia,-0.4883168148210134,ICEWS,US hikes tariffs on $200B goods,longer_pre
Belgium,0.009312896538733193,ICEWS,US hikes tariffs on $200B goods,longer_pre
Brazil,-0.03891006667749847,ICEWS,US hikes tariffs on $200B goods,longer_pre
Canada,-1.1521306729228198,ICEWS,US hikes tariffs on $200B goods,longer_pre
France,0.31372490618689547,ICEWS,US hikes tariffs on $200B goods,longer_pre
Germany,-0.15641630484354038,ICEWS,US hikes tariffs on $200B goods,longer_pre
India,0.23161300499370252,ICEWS,US hikes tariffs on $200B goods,longer_pre
Indonesia,-0.5989834447757819,ICEWS,US hikes tariffs on $200B goods,longer_pre
Iran,0.6165818098028967,ICEWS,US hikes tariffs on $200B goods,longer_pre
Italy,-0.16589543949491145,ICEWS,US hikes tariffs on $200B goods,longer_pre
Japan,0.8318458764765222,ICEWS,US hikes tariffs on $200B goods,longer_pre
Malaysia,-0.23281760777588115,ICEWS,US hikes tariffs on $200B goods,longer_pre
Mexico,0.2656180357310959,ICEWS,US hikes tariffs on $200B goods,longer_pre
Netherlands,-0.34765552443996156,ICEWS,US hikes tariffs on $200B goods,longer_pre
Philippines,-0.25204868860280066,ICEWS,US hikes tariffs on $200B goods,longer_pre
Russia,-0.15463024409241566,ICEWS,US hikes tariffs on $200B goods,longer_pre
Saudi Arabia,0.4047322404588958,ICEWS,US hikes tariffs on $200B goods,longer_pre
Singapore,-0.09325260118702139,ICEWS,US hikes tariffs on $200B goods,longer_pre
South Korea,0.3901709750235084,ICEWS,US hikes tariffs on $200B goods,longer_pre
Spain,-0.27377910738611816,ICEWS,US hikes tariffs on $200B goods,longer_pre
Thailand,-0.2946681531677491,ICEWS,US hikes tariffs on $200B goods,longer_pre
United Arab Emirates,-0.754681040124401,ICEWS,US hikes tariffs on $200B goods,longer_pre
United Kingdom,-0.1851305105294288,ICEWS,US hikes tariffs on $200B goods,longer_pre
Vietnam,-0.5305243199904368,ICEWS,US hikes tariffs on $200B goods,longer_pre
Australia,-0.9365027455043845,ICEWS,US-China Phase One deal signed,longer_pre
Belgium,-0.07272942491307378,ICEWS,US-China Phase One deal signed,longer_pre
Brazil,-0.6096174095225607,ICEWS,US-China Phase One deal signed,longer_pre
Canada,0.7541683182986154,ICEWS,US-China Phase One deal signed,longer_pre
France,-0.16814988789370147,ICEWS,US-China Phase One deal signed,longer_pre
Germany,-0.40881720255162063,ICEWS,US-China Phase One deal signed,longer_pre
India,-0.6346886143478838,ICEWS,US-China Phase One deal signed,longer_pre
Indonesia,-0.559278547863449,ICEWS,US-China Phase One deal signed,longer_pre
Iran,0.11370219202157784,ICEWS,US-China Phase One deal signed,longer_pre
Italy,0.30655532226096804,ICEWS,US-China Phase One deal signed,longer_pre
Japan,0.03815201881585149,ICEWS,US-China Phase One deal signed,longer_pre
Malaysia,-0.6641096450274405,ICEWS,US-China Phase One deal signed,longer_pre
Mexico,0.18328657811164611,ICEWS,US-China Phase One deal signed,longer_pre
Netherlands,-0.9901583324169839,ICEWS,US-China Phase One deal signed,longer_pre
Philippines,-0.44187590953123473,ICEWS,US-China Phase One deal signed,longer_pre
Russia,-0.03623073473348303,ICEWS,US-China Phase One deal signed,longer_pre
Saudi Arabia,0.8816300800392336,ICEWS,US-China Phase One deal signed,longer_pre
Singapore,-0.2471049381659338,ICEWS,US-China Phase One deal signed,longer_pre
South Korea,0.20804214223001097,ICEWS,US-China Phase One deal signed,longer_pre
Spain,0.05104808708052319,ICEWS,US-China Phase One deal signed,longer_pre
Thailand,-0.392188381957773,ICEWS,US-China Phase One deal signed,longer_pre
United Arab Emirates,0.886120922679103,ICEWS,US-China Phase One deal signed,longer_pre
United Kingdom,-0.085696664250107,ICEWS,US-China Phase One deal signed,longer_pre
Vietnam,-1.1075743965982627,ICEWS,US-China Phase One deal signed,longer_pre
Australia,-1.322088868909074,ICEWS,COVID-19 Blame,longer_pre
Belgium,-0.12429138585840864,ICEWS,COVID-19 Blame,longer_pre
Brazil,-1.0720605549399878,ICEWS,COVID-19 Blame,longer_pre
Canada,0.6411509565202043,ICEWS,COVID-19 Blame,longer_pre
France,-0.44156649341109366,ICEWS,COVID-19 Blame,longer_pre
Germany,-0.5075858590678586,ICEWS,COVID-19 Blame,longer_pre
India,-1.0031258923030306,ICEWS,COVID-19 Blame,longer_pre
Indonesia,-2.601186831479823e-4,ICEWS,COVID-19 Blame,longer_pre
Iran,-0.23426890380850668,ICEWS,COVID-19 Blame,longer_pre
Italy,0.49051535189930223,ICEWS,COVID-19 Blame,longer_pre
Japan,-0.32208550147274484,ICEWS,COVID-19 Blame,longer_pre
Malaysia,-0.4998042543088466,ICEWS,COVID-19 Blame,longer_pre
Mexico,-0.21159915434974408,ICEWS,COVID-19 Blame,longer_pre
Netherlands,-0.10812362324556124,ICEWS,COVID-19 Blame,longer_pre
Philippines,-0.2625341772307517,ICEWS,COVID-19 Blame,longer_pre
Russia,-0.08375982377810519,ICEWS,COVID-19 Blame,longer_pre
Saudi Arabia,0.6380021434817577,ICEWS,COVID-19 Blame,longer_pre
Singapore,-0.12274186058824947,ICEWS,COVID-19 Blame,longer_pre
South Korea,0.3203086066098349,ICEWS,COVID-19 Blame,longer_pre
Spain,0.2717260282030516,ICEWS,COVID-19 Blame,longer_pre
Thailand,-0.5171657880657564,ICEWS,COVID-19 Blame,longer_pre
United Arab Emirates,1.7001167018315,ICEWS,COVID-19 Blame,longer_pre
United Kingdom,-0.6017579665059238,ICEWS,COVID-19 Blame,longer_pre
Vietnam,-1.5797846821968957,ICEWS,COVID-19 Blame,longer_pre
Australia,0.7761253524164696,ICEWS,Anchorage Talks,longer_pre
Belgium,-0.8327396236100064,ICEWS,Anchorage Talks,longer_pre
Brazil,0.24713114871378386,ICEWS,Anchorage Talks,longer_pre
Canada,-0.3025732435332986,ICEWS,Anchorage Talks,longer_pre
France,-0.023202861149059433,ICEWS,Anchorage Talks,longer_pre
Germany,0.8982211792253149,ICEWS,Anchorage Talks,longer_pre
India,0.878299817513411,ICEWS,Anchorage Talks,longer_pre
Indonesia,-0.05126505120894411,ICEWS,Anchorage Talks,longer_pre
Iran,-0.27835867781377227,ICEWS,Anchorage Talks,longer_pre
Italy,-0.5040486529300444,ICEWS,Anchorage Talks,longer_pre
Japan,-0.8715119509043976,ICEWS,Anchorage Talks,longer_pre
Malaysia,-0.044700909532487655,ICEWS,Anchorage Talks,longer_pre
Mexico,0.5428649913758554,ICEWS,Anchorage Talks,longer_pre
Netherlands,0.07742732394015085,ICEWS,Anchorage Talks,longer_pre
Philippines,0.07567707479227012,ICEWS,Anchorage Talks,longer_pre
Russia,0.21691679702816258,ICEWS,Anchorage Talks,longer_pre
Saudi Arabia,0.3932974397572121,ICEWS,Anchorage Talks,longer_pre
Singapore,-0.06685230187220827,ICEWS,Anchorage Talks,longer_pre
South Korea,-0.4204886959556911,ICEWS,Anchorage Talks,longer_pre
Spain,0.29655571385478435,ICEWS,Anchorage Talks,longer_pre
Thailand,1.257165590608184,ICEWS,Anchorage Talks,longer_pre
United Arab Emirates,-0.8423833473739952,ICEWS,Anchorage Talks,longer_pre
United Kingdom,0.3768079412909584,ICEWS,Anchorage Talks,longer_pre
Vietnam,1.2029534873771652,ICEWS,Anchorage Talks,longer_pre
Australia,1.2724754674643948,ICEWS,Pelosi visits Taiwan,longer_pre
Belgium,0.765434452451122,ICEWS,Pelosi visits Taiwan,longer_pre
Brazil,-0.7302553367655524,ICEWS,Pelosi visits Taiwan,longer_pre
Canada,0.37846064560085974,ICEWS,Pelosi visits Taiwan,longer_pre
France,0.1447239956686239,ICEWS,Pelosi visits Taiwan,longer_pre
Germany,-0.4456289798218361,ICEWS,Pelosi visits Taiwan,longer_pre
India,-0.5552996956728498,ICEWS,Pelosi visits Taiwan,longer_pre
Indonesia,-0.31709422316035435,ICEWS,Pelosi visits Taiwan,longer_pre
Iran,0.6476091921998949,ICEWS,Pelosi visits Taiwan,longer_pre
Italy,-0.6909251085598733,ICEWS,Pelosi visits Taiwan,longer_pre
Japan,0.4178081619191763,ICEWS,Pelosi visits Taiwan,longer_pre
Malaysia,-1.4211227301597482,ICEWS,Pelosi visits Taiwan,longer_pre
Mexico,-0.16195041491904377,ICEWS,Pelosi visits Taiwan,longer_pre
Netherlands,-0.3926999877606444,ICEWS,Pelosi visits Taiwan,longer_pre
Philippines,0.3552881955160358,ICEWS,Pelosi visits Taiwan,longer_pre
Russia,0.2647316240825786,ICEWS,Pelosi visits Taiwan,longer_pre
Saudi Arabia,-0.6229959119299481,ICEWS,Pelosi visits Taiwan,longer_pre
Singapore,-0.9195790093138313,ICEWS,Pelosi visits Taiwan,longer_pre
South Korea,0.00319699411801333,ICEWS,Pelosi visits Taiwan,longer_pre
Spain,-0.4415006339609572,ICEWS,Pelosi visits Taiwan,longer_pre
Thailand,-0.7872642248725593,ICEWS,Pelosi visits Taiwan,longer_pre
United Arab Emirates,0.42919582251037497,ICEWS,Pelosi visits Taiwan,longer_pre
United Kingdom,-0.4351864878093032,ICEWS,Pelosi visits Taiwan,longer_pre
Vietnam,0.8232579820157628,ICEWS,Pelosi visits Taiwan,longer_pre
Australia,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Belgium,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Brazil,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Canada,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
France,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Germany,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
India,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Indonesia,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Iran,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Italy,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Japan,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Malaysia,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Mexico,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Netherlands,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Philippines,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Russia,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Saudi Arabia,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Singapore,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
South Korea,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Spain,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Thailand,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
United Arab Emirates,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
United Kingdom,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Vietnam,0,ICEWS,Biden hikes tariffs on China EVs,longer_pre
Australia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Belgium,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Brazil,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Canada,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
France,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Germany,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
India,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Indonesia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Iran,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Italy,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Japan,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Malaysia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Mexico,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Netherlands,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Philippines,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Russia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Saudi Arabia,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Singapore,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
South Korea,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Spain,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Thailand,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
United Arab Emirates,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
United Kingdom,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Vietnam,0,ICEWS,US-China reciprocal tariff war escalates in April 2025,longer_pre
Australia,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Belgium,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Brazil,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Canada,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
France,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Germany,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
India,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Indonesia,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Iran,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Italy,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Japan,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Malaysia,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Mexico,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Netherlands,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Philippines,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Russia,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Saudi Arabia,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Singapore,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
South Korea,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Spain,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Thailand,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
United Arab Emirates,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
United Kingdom,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Vietnam,0,ICEWS,China-US economic and trade talks held in Madrid,longer_pre
Australia,-0.674920937803436,GDELT,Pivot to Asia announced,neg_only
Belgium,0.4146359604955906,GDELT,Pivot to Asia announced,neg_only
Brazil,0.37347632121110136,GDELT,Pivot to Asia announced,neg_only
Canada,0.6318299544750561,GDELT,Pivot to Asia announced,neg_only
France,0.06720753413736939,GDELT,Pivot to Asia announced,neg_only
Germany,0.016374852860918887,GDELT,Pivot to Asia announced,neg_only
India,-0.06308011661563734,GDELT,Pivot to Asia announced,neg_only
Indonesia,0.22667362208576922,GDELT,Pivot to Asia announced,neg_only
Iran,-0.09721011509417218,GDELT,Pivot to Asia announced,neg_only
Italy,-0.3636587120801306,GDELT,Pivot to Asia announced,neg_only
Japan,0.4120600464300589,GDELT,Pivot to Asia announced,neg_only
Malaysia,-0.607566686709778,GDELT,Pivot to Asia announced,neg_only
Mexico,0.1757019616683964,GDELT,Pivot to Asia announced,neg_only
Netherlands,0.28219160367236756,GDELT,Pivot to Asia announced,neg_only
Philippines,-0.20246226205122325,GDELT,Pivot to Asia announced,neg_only
Russia,-0.306261100983081,GDELT,Pivot to Asia announced,neg_only
Saudi Arabia,-0.024190319337699797,GDELT,Pivot to Asia announced,neg_only
Singapore,-0.7882388049195186,GDELT,Pivot to Asia announced,neg_only
South Korea,-0.16759063340916813,GDELT,Pivot to Asia announced,neg_only
Spain,-0.8675983995524672,GDELT,Pivot to Asia announced,neg_only
Thailand,-0.18931244465517075,GDELT,Pivot to Asia announced,neg_only
United Arab Emirates,-0.16183272894339537,GDELT,Pivot to Asia announced,neg_only
United Kingdom,-0.11961615000410745,GDELT,Pivot to Asia announced,neg_only
Vietnam,0.9681191912385226,GDELT,Pivot to Asia announced,neg_only
