db,version,country,event_name,category,post_month,shock
GDELT,v3,United States,Huawei CFO Meng Wanzhou arrested,Detention / judicial dispute,12,0.4253138248855364
GDELT,v3,United States,US hikes tariffs on $200B goods,Economic sanction / tariff barrier,0,-0.496147259212536
GDELT,v3,United States,US hikes tariffs on $200B goods,Economic sanction / tariff barrier,1,-0.5951134355046646
GDELT,v3,United States,US hikes tariffs on $200B goods,Economic sanction / tariff barrier,3,-0.6537486082413815
GDELT,v3,United States,US hikes tariffs on $200B goods,Economic sanction / tariff barrier,6,0.4755812682364364
GDELT,v3,United States,US hikes tariffs on $200B goods,Economic sanction / tariff barrier,12,-1.4692181153932682
GDELT,v3,United States,US-China Phase One deal signed,Economic win-win cooperation,0,0.7518567020575337
GDELT,v3,United States,US-China Phase One deal signed,Economic win-win cooperation,1,-0.5222967548473485
GDELT,v3,United States,US-China Phase One deal signed,Economic win-win cooperation,3,-0.8412038523115186
GDELT,v3,United States,US-China Phase One deal signed,Economic win-win cooperation,6,-2.7327250560835004
GDELT,v3,United States,US-China Phase One deal signed,Economic win-win cooperation,12,-1.554375761752561
GDELT,v3,United States,COVID-19 Blame,Pandemic / disaster shock,0,-0.6448099629290478
GDELT,v3,United States,COVID-19 Blame,Pandemic / disaster shock,1,-0.810946668194124
GDELT,v3,United States,COVID-19 Blame,Pandemic / disaster shock,3,-1.7173091383492645
GDELT,v3,United States,COVID-19 Blame,Pandemic / disaster shock,6,-1.999094745547538
GDELT,v3,United States,COVID-19 Blame,Pandemic / disaster shock,12,-1.7488934306018278
GDELT,v3,United States,Anchorage Talks,Diplomatic protest / friction,0,-0.6367627905120832
GDELT,v3,United States,Anchorage Talks,Diplomatic protest / friction,1,-0.3034724097467838
GDELT,v3,United States,Anchorage Talks,Diplomatic protest / friction,3,0.12600213162795493
GDELT,v3,United States,Anchorage Talks,Diplomatic protest / friction,6,0.24107176896994642
GDELT,v3,United States,Anchorage Talks,Diplomatic protest / friction,12,0.23185607781335027
GDELT,v3,United States,Pelosi visits Taiwan,Sovereignty dispute,0,0.2604003988887096
GDELT,v3,United States,Pelosi visits Taiwan,Sovereignty dispute,1,0.7156150808336367
GDELT,v3,United States,Pelosi visits Taiwan,Sovereignty dispute,3,0.9596610508532577
GDELT,v3,United States,Pelosi visits Taiwan,Sovereignty dispute,6,-0.6766666025605435
GDELT,v3,United States,Pelosi visits Taiwan,Sovereignty dispute,12,0.7425506210569744
GDELT,v3,United States,Biden hikes tariffs on China EVs,Economic sanction / tariff barrier,0,0.1495933786577871
GDELT,v3,United States,Biden hikes tariffs on China EVs,Economic sanction / tariff barrier,1,-0.31131960804028114
GDELT,v3,United States,Biden hikes tariffs on China EVs,Economic sanction / tariff barrier,3,0.10678110096071458
GDELT,v3,United States,Biden hikes tariffs on China EVs,Economic sanction / tariff barrier,6,0.3859287946762108
GDELT,v3,United States,Biden hikes tariffs on China EVs,Economic sanction / tariff barrier,12,0.9526339811068191
GDELT,v3,United States,US-China reciprocal tariff war escalates in April 2025,Economic sanction / tariff barrier,0,0.09220728745422291
GDELT,v3,United States,US-China reciprocal tariff war escalates in April 2025,Economic sanction / tariff barrier,1,1.1394312174636871
GDELT,v3,United States,US-China reciprocal tariff war escalates in April 2025,Economic sanction / tariff barrier,3,1.0714584990702387
GDELT,v3,United States,US-China reciprocal tariff war escalates in April 2025,Economic sanction / tariff barrier,6,0.8275824640308179
GDELT,v3,United States,China-US economic and trade talks held in Madrid,Economic win-win cooperation,0,-0.7068431595973178
GDELT,v3,United States,China-US economic and trade talks held in Madrid,Economic win-win cooperation,1,-0.22812885796643784
GDELT,v3,United States,China-US economic and trade talks held in Madrid,Economic win-win cooperation,3,-0.6748505180104386
GDELT,v3,Vietnam,Joint Development Agreement,Economic win-win cooperation,0,1.798760355075311
GDELT,v3,Vietnam,Joint Development Agreement,Economic win-win cooperation,1,0.5501614083009977
GDELT,v3,Vietnam,Joint Development Agreement,Economic win-win cooperation,3,-0.8581951132591341
GDELT,v3,Vietnam,Joint Development Agreement,Economic win-win cooperation,6,0.6820356767910386
GDELT,v3,Vietnam,Joint Development Agreement,Economic win-win cooperation,12,1.4968882582726626
GDELT,v3,Vietnam,Vietnam says China cut seismic cables,Sovereignty dispute,0,-1.5002816432004158
GDELT,v3,Vietnam,Vietnam says China cut seismic cables,Sovereignty dispute,1,-1.3801633759487029
GDELT,v3,Vietnam,Vietnam says China cut seismic cables,Sovereignty dispute,3,-0.20677180161281394
GDELT,v3,Vietnam,Vietnam says China cut seismic cables,Sovereignty dispute,6,0.9920760120318682
GDELT,v3,Vietnam,Vietnam says China cut seismic cables,Sovereignty dispute,12,-0.06438017621359138
GDELT,v3,Vietnam,Vietnam SCS Drills,Sovereignty dispute,0,-1.5002816432004158
GDELT,v3,Vietnam,Vietnam SCS Drills,Sovereignty dispute,1,-1.3801633759487029
GDELT,v3,Vietnam,Vietnam SCS Drills,Sovereignty dispute,3,-0.20677180161281394
GDELT,v3,Vietnam,Vietnam SCS Drills,Sovereignty dispute,6,0.9920760120318682
GDELT,v3,Vietnam,Vietnam SCS Drills,Sovereignty dispute,12,-0.06438017621359138
GDELT,v3,Vietnam,Haiyang Shiyou 981 oil rig crisis,Sovereignty dispute,0,-2.5975446623712144
GDELT,v3,Vietnam,Haiyang Shiyou 981 oil rig crisis,Sovereignty dispute,1,-1.796702211263813
GDELT,v3,Vietnam,Haiyang Shiyou 981 oil rig crisis,Sovereignty dispute,3,-1.7337131439448417
GDELT,v3,Vietnam,Haiyang Shiyou 981 oil rig crisis,Sovereignty dispute,6,-0.6563545351709472
GDELT,v3,Vietnam,Haiyang Shiyou 981 oil rig crisis,Sovereignty dispute,12,-0.8052895497929073
GDELT,v3,Vietnam,Vietnam signs MoU establishing AIIB as founding member,Economic win-win cooperation,0,1.662303804353205
GDELT,v3,Vietnam,Vietnam signs MoU establishing AIIB as founding member,Economic win-win cooperation,1,1.036687969347813
GDELT,v3,Vietnam,Vietnam signs MoU establishing AIIB as founding member,Economic win-win cooperation,3,1.0057049508273121
GDELT,v3,Vietnam,Vietnam signs MoU establishing AIIB as founding member,Economic win-win cooperation,6,1.3276211751267013
GDELT,v3,Vietnam,Vietnam signs MoU establishing AIIB as founding member,Economic win-win cooperation,12,1.573055979489749
GDELT,v3,Vietnam,South China Sea tribunal ruling,Sovereignty dispute,0,-0.614037537145554
GDELT,v3,Vietnam,South China Sea tribunal ruling,Sovereignty dispute,1,-0.4694885921369325
GDELT,v3,Vietnam,South China Sea tribunal ruling,Sovereignty dispute,3,0.5190556240313617
GDELT,v3,Vietnam,South China Sea tribunal ruling,Sovereignty dispute,6,0.8103486013607105
GDELT,v3,Vietnam,South China Sea tribunal ruling,Sovereignty dispute,12,-0.06215401463008785
GDELT,v3,Vietnam,Haiyang Dizhi 8 at Vanguard Bank,Sovereignty dispute,0,0.04574540233772567
GDELT,v3,Vietnam,Haiyang Dizhi 8 at Vanguard Bank,Sovereignty dispute,1,-0.13920993633489942
GDELT,v3,Vietnam,Haiyang Dizhi 8 at Vanguard Bank,Sovereignty dispute,3,-0.7361323073761674
GDELT,v3,Vietnam,Haiyang Dizhi 8 at Vanguard Bank,Sovereignty dispute,6,0.36381803635811316
GDELT,v3,Vietnam,Haiyang Dizhi 8 at Vanguard Bank,Sovereignty dispute,12,-0.9662222899703213
GDELT,v3,Vietnam,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",Pandemic / crisis aid,0,0.1789073708651684
GDELT,v3,Vietnam,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",Pandemic / crisis aid,1,0.10175568203199303
GDELT,v3,Vietnam,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",Pandemic / crisis aid,3,0.7359940849984632
GDELT,v3,Vietnam,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",Pandemic / crisis aid,6,1.4680409412215756
GDELT,v3,Vietnam,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",Pandemic / crisis aid,12,1.2063918248205743
GDELT,v3,Vietnam,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,High-level visit,0,0.08715242735851794
GDELT,v3,Vietnam,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,High-level visit,1,1.401685004770985
GDELT,v3,Vietnam,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,High-level visit,3,0.3254214996224186
GDELT,v3,Vietnam,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,High-level visit,6,1.5583517904389086
GDELT,v3,Vietnam,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,High-level visit,12,1.0825526337700841
GDELT,v3,Vietnam,China-Vietnam joint statement,Strategic partnership upgrade,0,0.6225499881460912
GDELT,v3,Vietnam,China-Vietnam joint statement,Strategic partnership upgrade,1,0.6489277356512997
GDELT,v3,Vietnam,China-Vietnam joint statement,Strategic partnership upgrade,3,0.39057683723923836
GDELT,v3,Vietnam,China-Vietnam joint statement,Strategic partnership upgrade,6,-0.5066466552870144
GDELT,v3,Vietnam,China-Vietnam joint statement,Strategic partnership upgrade,12,0.00272937041333976
GDELT,v3,Vietnam,Vietnam and China sign updated railway transport protocol at 44th border railway conference,Economic win-win cooperation,0,0.06767191106122034
GDELT,v3,Vietnam,Vietnam and China sign updated railway transport protocol at 44th border railway conference,Economic win-win cooperation,1,0.009556889998392826
GDELT,v3,Vietnam,Vietnam and China sign updated railway transport protocol at 44th border railway conference,Economic win-win cooperation,3,0.03851074306326974
GDELT,v3,Vietnam,Vietnam and China sign updated railway transport protocol at 44th border railway conference,Economic win-win cooperation,6,0.8650028317533239
GDELT,v3,Vietnam,Vietnam and China sign updated railway transport protocol at 44th border railway conference,Economic win-win cooperation,12,-0.018801640891007776
ICEWS,v3,Australia,China-Australia LNG supply agreement signed,Economic win-win cooperation,0,0.025074988242244745
ICEWS,v3,Australia,China-Australia LNG supply agreement signed,Economic win-win cooperation,1,-0.19144426388899083
ICEWS,v3,Australia,China-Australia LNG supply agreement signed,Economic win-win cooperation,3,-2.203922000306599
ICEWS,v3,Australia,China-Australia LNG supply agreement signed,Economic win-win cooperation,6,-0.8395953251787679
ICEWS,v3,Australia,China-Australia LNG supply agreement signed,Economic win-win cooperation,12,0.2260383551782189
ICEWS,v3,Australia,Australia-China Trade and Economic Framework signed,Economic win-win cooperation,0,0.6619281923975415
ICEWS,v3,Australia,Australia-China Trade and Economic Framework signed,Economic win-win cooperation,1,0.29169360374603936
ICEWS,v3,Australia,Australia-China Trade and Economic Framework signed,Economic win-win cooperation,3,0.8210991600295128
ICEWS,v3,Australia,Australia-China Trade and Economic Framework signed,Economic win-win cooperation,6,0.24111524150007746
ICEWS,v3,Australia,Australia-China Trade and Economic Framework signed,Economic win-win cooperation,12,0.48532460281026213
ICEWS,v3,Australia,Australia-China Air Services Agreement signed,Economic win-win cooperation,0,0.3145067891630864
ICEWS,v3,Australia,Australia-China Air Services Agreement signed,Economic win-win cooperation,1,-0.21847914113413136
ICEWS,v3,Australia,Australia-China Air Services Agreement signed,Economic win-win cooperation,3,-0.7012705025521251
ICEWS,v3,Australia,Australia-China Air Services Agreement signed,Economic win-win cooperation,6,-1.0216380015706583
ICEWS,v3,Australia,Australia-China Air Services Agreement signed,Economic win-win cooperation,12,-0.4456671676825699
ICEWS,v3,Australia,FTA Talks Begin,Economic win-win cooperation,0,0.15725485455748178
ICEWS,v3,Australia,FTA Talks Begin,Economic win-win cooperation,1,-1.6216467961253331
ICEWS,v3,Australia,FTA Talks Begin,Economic win-win cooperation,3,0.4159560632688343
ICEWS,v3,Australia,FTA Talks Begin,Economic win-win cooperation,6,-2.3444636189528585
ICEWS,v3,Australia,FTA Talks Begin,Economic win-win cooperation,12,-0.6025347613719784
ICEWS,v3,Australia,Australia-China nuclear cooperation agreements signed,Economic win-win cooperation,0,0.6086495274985375
ICEWS,v3,Australia,Australia-China nuclear cooperation agreements signed,Economic win-win cooperation,1,-0.44264776080317936
ICEWS,v3,Australia,Australia-China nuclear cooperation agreements signed,Economic win-win cooperation,3,-0.10915236588172483
ICEWS,v3,Australia,Australia-China nuclear cooperation agreements signed,Economic win-win cooperation,6,0.35718927017756186
ICEWS,v3,Australia,Australia-China nuclear cooperation agreements signed,Economic win-win cooperation,12,-0.2261209160245345
ICEWS,v3,Australia,Australia-China Joint Coordination Group on Clean Coal Technology launched,Economic win-win cooperation,0,-0.16717586340090484
ICEWS,v3,Australia,Australia-China Joint Coordination Group on Clean Coal Technology launched,Economic win-win cooperation,1,-1.4982913564495963
ICEWS,v3,Australia,Australia-China Joint Coordination Group on Clean Coal Technology launched,Economic win-win cooperation,3,-0.7780075345118829
ICEWS,v3,Australia,Australia-China Joint Coordination Group on Clean Coal Technology launched,Economic win-win cooperation,6,-0.7385078908028223
ICEWS,v3,Australia,Australia-China Joint Coordination Group on Clean Coal Technology launched,Economic win-win cooperation,12,-0.8421529990500463
ICEWS,v3,Australia,Rio Tinto executive Stern Hu detained in Shanghai,Detention / judicial dispute,0,-0.3501845943557594
ICEWS,v3,Australia,Rio Tinto executive Stern Hu detained in Shanghai,Detention / judicial dispute,1,0.2969290393567608
ICEWS,v3,Australia,Rio Tinto executive Stern Hu detained in Shanghai,Detention / judicial dispute,3,0.6065045990656266
ICEWS,v3,Australia,Rio Tinto executive Stern Hu detained in Shanghai,Detention / judicial dispute,6,1.56132280078241
ICEWS,v3,Australia,Rio Tinto executive Stern Hu detained in Shanghai,Detention / judicial dispute,12,0.009993765077964012
ICEWS,v3,Australia,China-Australia FTA,Economic win-win cooperation,0,1.7658685484123908
ICEWS,v3,Australia,China-Australia FTA,Economic win-win cooperation,1,-0.007939676743317803
ICEWS,v3,Australia,China-Australia FTA,Economic win-win cooperation,3,1.2306442709368801
ICEWS,v3,Australia,China-Australia FTA,Economic win-win cooperation,6,-0.6095456477935984
ICEWS,v3,Australia,China-Australia FTA,Economic win-win cooperation,12,-0.8289644267962549
ICEWS,v3,Australia,ChAFTA enters into force,Economic win-win cooperation,0,-1.7833791724880106
ICEWS,v3,Australia,ChAFTA enters into force,Economic win-win cooperation,1,-2.3726005106835846
ICEWS,v3,Australia,ChAFTA enters into force,Economic win-win cooperation,3,-3.2648747237446063
ICEWS,v3,Australia,ChAFTA enters into force,Economic win-win cooperation,6,-2.002797951490667
ICEWS,v3,Australia,ChAFTA enters into force,Economic win-win cooperation,12,1.1754753018320492
ICEWS,v3,Australia,Foreign Interference Laws,Policy shift / domestic politics,0,-1.6438250828804761
ICEWS,v3,Australia,Foreign Interference Laws,Policy shift / domestic politics,1,-1.8854050367100958
ICEWS,v3,Australia,Foreign Interference Laws,Policy shift / domestic politics,3,-1.5479301155118554
ICEWS,v3,Australia,Foreign Interference Laws,Policy shift / domestic politics,6,-1.565972145367178
ICEWS,v3,Australia,Foreign Interference Laws,Policy shift / domestic politics,12,-0.4607078812956036
ICEWS,v3,Australia,Australia bans Huawei from 5G,Tech control / export restriction,0,0.9021440546375176
ICEWS,v3,Australia,Australia bans Huawei from 5G,Tech control / export restriction,1,1.6024116504804347
ICEWS,v3,Australia,Australia bans Huawei from 5G,Tech control / export restriction,3,0.9069163802455734
ICEWS,v3,Australia,Australia bans Huawei from 5G,Tech control / export restriction,6,-0.40241630656258487
ICEWS,v3,Australia,Australia bans Huawei from 5G,Tech control / export restriction,12,-0.7741143921365093
ICEWS,v3,Australia,Australia calls for COVID inquiry,Diplomatic protest / friction,0,-0.8315839508634195
ICEWS,v3,Australia,Australia calls for COVID inquiry,Diplomatic protest / friction,1,-0.7770925817568892
ICEWS,v3,Australia,Australia calls for COVID inquiry,Diplomatic protest / friction,3,-0.8671929515914003
ICEWS,v3,Australia,Australia calls for COVID inquiry,Diplomatic protest / friction,6,-0.46233389770393774
ICEWS,v3,Australia,Australia calls for COVID inquiry,Diplomatic protest / friction,12,1.2351127801316666
ICEWS,v3,Australia,China imposes barley tariffs,Economic sanction / tariff barrier,0,-0.23704695764364758
ICEWS,v3,Australia,China imposes barley tariffs,Economic sanction / tariff barrier,1,-0.25902260109163744
ICEWS,v3,Australia,China imposes barley tariffs,Economic sanction / tariff barrier,3,0.7481579025226968
ICEWS,v3,Australia,China imposes barley tariffs,Economic sanction / tariff barrier,6,1.2128371362207468
ICEWS,v3,Australia,China imposes barley tariffs,Economic sanction / tariff barrier,12,0.6233514745974571
ICEWS,v3,Australia,AUKUS security pact announced,Security threat,0,0.30847766989293657
ICEWS,v3,Australia,AUKUS security pact announced,Security threat,1,0.09150664916417628
ICEWS,v3,Australia,AUKUS security pact announced,Security threat,3,0.11422032571675222
ICEWS,v3,Australia,AUKUS security pact announced,Security threat,6,-0.054439739461546566
ICEWS,v3,Australia,AUKUS security pact announced,Security threat,12,1.532236553935576
ICEWS,v3,Australia,China lifts barley tariffs,Economic win-win cooperation,0,0
ICEWS,v3,Australia,China lifts barley tariffs,Economic win-win cooperation,1,0
ICEWS,v3,Australia,China lifts barley tariffs,Economic win-win cooperation,3,0
ICEWS,v3,Australia,China lifts barley tariffs,Economic win-win cooperation,6,0
ICEWS,v3,Australia,China lifts barley tariffs,Economic win-win cooperation,12,0
ICEWS,v3,Australia,China lifts wine tariffs,Economic win-win cooperation,0,0
ICEWS,v3,Australia,China lifts wine tariffs,Economic win-win cooperation,1,0
ICEWS,v3,Australia,China lifts wine tariffs,Economic win-win cooperation,3,0
ICEWS,v3,Australia,China lifts wine tariffs,Economic win-win cooperation,6,0
ICEWS,v3,Australia,China lifts wine tariffs,Economic win-win cooperation,12,0
ICEWS,v3,Belgium,Belgium-Luxembourg Economic Union and China sign BIT,Economic win-win cooperation,0,1.812798091852287
ICEWS,v3,Belgium,Belgium-Luxembourg Economic Union and China sign BIT,Economic win-win cooperation,1,1.8546429776978655
ICEWS,v3,Belgium,Belgium-Luxembourg Economic Union and China sign BIT,Economic win-win cooperation,3,1.9390428685764345
ICEWS,v3,Belgium,Belgium-Luxembourg Economic Union and China sign BIT,Economic win-win cooperation,6,0.811902097092247
ICEWS,v3,Belgium,Belgium-Luxembourg Economic Union and China sign BIT,Economic win-win cooperation,12,-0.4690315693070094
ICEWS,v3,Belgium,Belgium provides emergency aid after Wenchuan earthquake,Pandemic / crisis aid,0,2.2659971289345595
ICEWS,v3,Belgium,Belgium provides emergency aid after Wenchuan earthquake,Pandemic / crisis aid,1,2.113494723365516
ICEWS,v3,Belgium,Belgium provides emergency aid after Wenchuan earthquake,Pandemic / crisis aid,3,1.8178290776738502
ICEWS,v3,Belgium,Belgium provides emergency aid after Wenchuan earthquake,Pandemic / crisis aid,6,-0.14445073862772673
ICEWS,v3,Belgium,Belgium provides emergency aid after Wenchuan earthquake,Pandemic / crisis aid,12,1.967416222981661
ICEWS,v3,Belgium,China and Belgium establish all-round friendly cooperative partnership,Strategic partnership upgrade,0,-0.9189814115408161
ICEWS,v3,Belgium,China and Belgium establish all-round friendly cooperative partnership,Strategic partnership upgrade,1,-0.5411881079757244
ICEWS,v3,Belgium,China and Belgium establish all-round friendly cooperative partnership,Strategic partnership upgrade,3,0.2796664830923101
ICEWS,v3,Belgium,China and Belgium establish all-round friendly cooperative partnership,Strategic partnership upgrade,6,1.6932693017283493
ICEWS,v3,Belgium,China and Belgium establish all-round friendly cooperative partnership,Strategic partnership upgrade,12,1.4420195259622024
ICEWS,v3,Belgium,China-Belgium industrial investment fund agreement signed,Economic win-win cooperation,0,-0.9189814115408161
ICEWS,v3,Belgium,China-Belgium industrial investment fund agreement signed,Economic win-win cooperation,1,-0.5411881079757244
ICEWS,v3,Belgium,China-Belgium industrial investment fund agreement signed,Economic win-win cooperation,3,0.2796664830923101
ICEWS,v3,Belgium,China-Belgium industrial investment fund agreement signed,Economic win-win cooperation,6,1.6932693017283493
ICEWS,v3,Belgium,China-Belgium industrial investment fund agreement signed,Economic win-win cooperation,12,1.4420195259622024
ICEWS,v3,Belgium,50th anniversary of China-Belgium diplomatic ties,Cultural / people-to-people cooperation,0,0.07717822076257119
ICEWS,v3,Belgium,50th anniversary of China-Belgium diplomatic ties,Cultural / people-to-people cooperation,1,-3.531506738623073
ICEWS,v3,Belgium,50th anniversary of China-Belgium diplomatic ties,Cultural / people-to-people cooperation,3,-2.3255078149455657
ICEWS,v3,Belgium,50th anniversary of China-Belgium diplomatic ties,Cultural / people-to-people cooperation,6,-0.7532431490016007
ICEWS,v3,Belgium,50th anniversary of China-Belgium diplomatic ties,Cultural / people-to-people cooperation,12,1.112412241372942
ICEWS,v3,Brazil,COSBAN established,Strategic partnership upgrade,0,-0.5119171647862464
ICEWS,v3,Brazil,COSBAN established,Strategic partnership upgrade,1,-1.550460808915632
ICEWS,v3,Brazil,COSBAN established,Strategic partnership upgrade,3,-0.316343941769506
ICEWS,v3,Brazil,COSBAN established,Strategic partnership upgrade,6,-0.32422759049464767
ICEWS,v3,Brazil,COSBAN established,Strategic partnership upgrade,12,-0.691592390094377
ICEWS,v3,Brazil,Brazil recognizes China's market economy status,Economic win-win cooperation,0,-0.5119171647862464
ICEWS,v3,Brazil,Brazil recognizes China's market economy status,Economic win-win cooperation,1,-1.550460808915632
ICEWS,v3,Brazil,Brazil recognizes China's market economy status,Economic win-win cooperation,3,-0.316343941769506
ICEWS,v3,Brazil,Brazil recognizes China's market economy status,Economic win-win cooperation,6,-0.32422759049464767
ICEWS,v3,Brazil,Brazil recognizes China's market economy status,Economic win-win cooperation,12,-0.691592390094377
ICEWS,v3,Brazil,China becomes Brazil's largest trading partner,Economic win-win cooperation,0,-0.8191786435851774
ICEWS,v3,Brazil,China becomes Brazil's largest trading partner,Economic win-win cooperation,1,-0.5459413823030119
ICEWS,v3,Brazil,China becomes Brazil's largest trading partner,Economic win-win cooperation,3,-0.616901262639032
ICEWS,v3,Brazil,China becomes Brazil's largest trading partner,Economic win-win cooperation,6,-5.693426472002917
ICEWS,v3,Brazil,China becomes Brazil's largest trading partner,Economic win-win cooperation,12,0.15984873365460683
ICEWS,v3,Brazil,China-Brazil Joint Action Plan 2010-2014 signed,Strategic partnership upgrade,0,-0.24231448291083024
ICEWS,v3,Brazil,China-Brazil Joint Action Plan 2010-2014 signed,Strategic partnership upgrade,1,-0.2017224338124063
ICEWS,v3,Brazil,China-Brazil Joint Action Plan 2010-2014 signed,Strategic partnership upgrade,3,0.2289302490268812
ICEWS,v3,Brazil,China-Brazil Joint Action Plan 2010-2014 signed,Strategic partnership upgrade,6,-0.5986817547944489
ICEWS,v3,Brazil,China-Brazil Joint Action Plan 2010-2014 signed,Strategic partnership upgrade,12,-0.5001899118513171
ICEWS,v3,Brazil,Comprehensive strategic partnership established,Strategic partnership upgrade,0,0.4823945598872969
ICEWS,v3,Brazil,Comprehensive strategic partnership established,Strategic partnership upgrade,1,-3.0017519592783497
ICEWS,v3,Brazil,Comprehensive strategic partnership established,Strategic partnership upgrade,3,0.9256453586007021
ICEWS,v3,Brazil,Comprehensive strategic partnership established,Strategic partnership upgrade,6,-0.15948625244299638
ICEWS,v3,Brazil,Comprehensive strategic partnership established,Strategic partnership upgrade,12,-0.4379538858685747
ICEWS,v3,Brazil,BRICS New Development Bank and Contingent Reserve Arrangement established,Economic win-win cooperation,0,0.3273819579569468
ICEWS,v3,Brazil,BRICS New Development Bank and Contingent Reserve Arrangement established,Economic win-win cooperation,1,0.4405421915168266
ICEWS,v3,Brazil,BRICS New Development Bank and Contingent Reserve Arrangement established,Economic win-win cooperation,3,-0.5754379704807491
ICEWS,v3,Brazil,BRICS New Development Bank and Contingent Reserve Arrangement established,Economic win-win cooperation,6,-0.2494269677995301
ICEWS,v3,Brazil,BRICS New Development Bank and Contingent Reserve Arrangement established,Economic win-win cooperation,12,0.030106363885041565
ICEWS,v3,Brazil,Visa facilitation agreement enters into force,Cultural / people-to-people cooperation,0,-0.646759731241396
ICEWS,v3,Brazil,Visa facilitation agreement enters into force,Cultural / people-to-people cooperation,1,-0.2659543657978043
ICEWS,v3,Brazil,Visa facilitation agreement enters into force,Cultural / people-to-people cooperation,3,3.066984097024343
ICEWS,v3,Brazil,Visa facilitation agreement enters into force,Cultural / people-to-people cooperation,6,-0.4397667985223165
ICEWS,v3,Brazil,Visa facilitation agreement enters into force,Cultural / people-to-people cooperation,12,-0.9187936988128826
ICEWS,v3,Brazil,Brazil says no restrictions on Huawei 5G,Economic win-win cooperation,0,0.5448526695840477
ICEWS,v3,Brazil,Brazil says no restrictions on Huawei 5G,Economic win-win cooperation,1,-0.4186345968378208
ICEWS,v3,Brazil,Brazil says no restrictions on Huawei 5G,Economic win-win cooperation,3,0.5771352472656036
ICEWS,v3,Brazil,Brazil says no restrictions on Huawei 5G,Economic win-win cooperation,6,0.5533962393372414
ICEWS,v3,Brazil,Brazil says no restrictions on Huawei 5G,Economic win-win cooperation,12,-1.6080095998399948
ICEWS,v3,Brazil,China-Brazil local currency trade settlement agreement,Economic win-win cooperation,0,-0.05912398325893445
ICEWS,v3,Brazil,China-Brazil local currency trade settlement agreement,Economic win-win cooperation,1,-0.3455629803691941
ICEWS,v3,Brazil,China-Brazil local currency trade settlement agreement,Economic win-win cooperation,3,-0.3455629803691941
ICEWS,v3,Brazil,China-Brazil local currency trade settlement agreement,Economic win-win cooperation,6,-0.3455629803691941
ICEWS,v3,Brazil,China-Brazil local currency trade settlement agreement,Economic win-win cooperation,12,-0.3455629803691941
ICEWS,v3,Brazil,Brazil launches anti-dumping investigations on Chinese products,Economic sanction / tariff barrier,0,0
ICEWS,v3,Brazil,Brazil launches anti-dumping investigations on Chinese products,Economic sanction / tariff barrier,1,0
ICEWS,v3,Brazil,Brazil launches anti-dumping investigations on Chinese products,Economic sanction / tariff barrier,3,0
ICEWS,v3,Brazil,Brazil launches anti-dumping investigations on Chinese products,Economic sanction / tariff barrier,6,0
ICEWS,v3,Brazil,Brazil launches anti-dumping investigations on Chinese products,Economic sanction / tariff barrier,12,0
ICEWS,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,0,0.1278708784219832
ICEWS,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,1,0.7102811441323272
ICEWS,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,3,-1.02936354998579
ICEWS,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,6,0.12429660362424189
ICEWS,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,12,0.06851404961555252
ICEWS,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,0,-0.059146726049739695
ICEWS,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,1,-0.17001384554136834
ICEWS,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,3,-1.152659806856063
ICEWS,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,6,-1.736064814481264
ICEWS,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,12,-0.32621839038411654
ICEWS,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,0,-0.11102469104316093
ICEWS,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,1,0.32787470010726716
ICEWS,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,3,0.47972424528965074
ICEWS,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,6,0.29827390967019574
ICEWS,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,12,-2.614105476912399
ICEWS,v3,Canada,Canada-China FIPA signed,Economic win-win cooperation,0,1.1360970031204893
