country,year,indicator_type,favorable,unfavorable,n_sample,source,wave,gdelt_mean,gdelt_std,gdelt_n_months,icews_mean,icews_std,icews_n_months,phoenix_mean,phoenix_std,phoenix_n_months,tsinghua_mean,tsinghua_std,tsinghua_n_months,polling_z,polling_z_by_source,n_obs,polling_z_pew,n_events_total,n_positive,n_negative,n_neutral,has_negative,has_positive,has_any_event,n_visit_total,n_visit_state_head,n_visit_gov_head,n_visit_china_to_partner,n_visit_partner_to_china,n_visit_third_party,n_conflict,n_cooperative,has_conflict,n_high_level_visit,n_economic_win_win_cooperation,n_multilateral___third_party_meeting,n_strategic_partnership_upgrade,n_sovereignty_dispute
Spain,2016,好感度%（四级题，1-2档）,28.5,57,857,Pew Research Center,Pew_2016_19国,1.27617583739247,0.85155706518409,12,0.557354483064359,3.84156669182027,12,-4.81655540102017,2.93495086204122,12,,,,-0.889790690029585,-0.889790690029585,14,-1.04860469089122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2017,好感度%（四级题，1-2档）,41.6,46.6,882,Pew Research Center,Pew_2017_38国,1.18635083801865,0.714340827710378,12,1.8784553936902,2.8317090131411,12,2.83821928153599,2.87489323733298,12,,,,-0.021203221065459,-0.021203221065459,14,-0.100167258263998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2018,好感度%（四级题，1-2档）,39.7,51.3,915,Pew Research Center,Pew_2018_27国,1.489718197283,1.03080902371015,12,1.20805350409891,2.66659651223277,12,4.26055929761351,1.2066478239707,12,,,,-0.147181556258729,-0.147181556258729,14,-0.237726885896954,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Spain,2019,好感度%（四级题，1-2档）,38,54.5,989,Pew Research Center,Pew_2019_34国,0.992729327519527,0.921286237892948,12,1.33482315129325,2.12883656182299,12,5.76328395945251,0,3,,,,-0.259899014063234,-0.259899014063234,14,-0.360806552726441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2005,好感度%（四级题，1-2档）,65.5,16.1,612,Pew Research Center,Pew_2005_22国,1.60714250453053,1.02057689640644,12,2.11233315125141,0.589334251132987,12,2.36779444998514,1.74114131307173,12,4.65,0.0797724035217469,12,1.56347162689199,1.56347162689199,14,1.63018805775056,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
United Kingdom,2006,好感度%（四级题，1-2档）,62.3,13.1,680,Pew Research Center,Pew_2006_15国,1.39915687427595,0.616091374587932,12,1.99807397345526,0.898079093604653,12,0.735246366228821,2.51495252102968,12,4.85833333333333,0.090033663737852,12,1.35129758867175,1.35129758867175,14,1.39850868489505,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
United Kingdom,2008,好感度%（四级题，1-2档）,46.9,35.7,622,Pew Research Center,Pew_2008_24国,0.310652062297967,1.08335208000717,12,1.14237289049631,1.19677955578043,12,0.872555892330962,2.73107609855373,12,5.34166666666667,0.0514928650544442,12,0.330210029736821,0.330210029736821,14,0.283551703027932,2,2,0,0,0,1,1,2,0,1,0,1,0,0,1,0,1,1,0,0,0
United Kingdom,2009,好感度%（四级题，1-2档）,52.1,29.6,616,Pew Research Center,Pew_2009春_25国,0.798412595632076,0.988996864515776,12,1.36625295509909,0.802154077748125,12,1.08409715631721,2.54310855386036,12,5.58333333333333,0.0577350269189624,12,0.674992841844718,0.674992841844718,14,0.660030683918129,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
United Kingdom,2010,好感度%（四级题，1-2档）,42.5,37.2,598,Pew Research Center,Pew_2010_22国,1.1183871286331,0.933687527263355,12,2.14901965266036,1.12514804884732,12,1.79472992375552,1.12010111817028,12,5.41666666666667,0.0389249472080761,12,0.0384707271839847,0.0384707271839847,14,-0.0350074346483871,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
United Kingdom,2011,好感度%（四级题，1-2档）,56.5,27.1,836,Pew Research Center,Pew_2011_23国,0.671365283419884,0.869080399383525,12,0.785788827470302,1.69144758882623,12,2.1717453908327,1.26379100438603,12,5.59166666666667,0.090033663737852,12,0.966732144397554,0.966732144397554,14,0.978589821594448,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
United Kingdom,2012,好感度%（四级题，1-2档）,47.4,36.1,850,Pew Research Center,Pew_2012_21国,0.176706477193054,1.51798601366483,12,0.736391946196389,1.98099476122882,12,0.137350891949509,2.12358783762622,12,5.625,0.062158156050806,12,0.363362223208734,0.363362223208734,14,0.319751605036605,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,2013,好感度%（四级题，1-2档）,46.3,32.7,800,Pew Research Center,Pew_2013_39国,1.08186969695585,1.18761528030343,12,0.738209626028898,1.88456196309149,12,0.974998624433511,3.62375345102293,12,5.25,0.156669890360128,12,0.290427397570525,0.290427397570525,14,0.240111820617525,2,1,0,1,0,1,1,2,0,1,0,1,0,0,1,0,1,1,0,0,0
United Kingdom,2014,好感度%（四级题，1-2档）,43.2,41.2,844,Pew Research Center,Pew_2014_44国,1.28716436888128,0.661721623897819,12,1.67761300993483,1.03478792508178,12,2.19451966070665,1.12009276088195,12,5.05833333333333,0.167648622440092,12,0.0848837980446634,0.0848837980446634,14,0.0156724281637549,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
United Kingdom,2016,好感度%（四级题，1-2档）,36.4,45.3,1194,Pew Research Center,Pew_2016_19国,1.20101003760544,0.410766615959928,12,2.11694183037383,0.954114053642298,12,0.681605083883669,3.09047673504714,12,5.1,0,12,-0.365986033173356,-0.365986033173356,14,-0.476646239154194,2,1,0,1,0,1,1,2,0,1,0,0,1,0,1,0,0,1,1,0,0
United Kingdom,2017,好感度%（四级题，1-2档）,43.7,39.8,890,Pew Research Center,Pew_2017_38国,1.33105643646732,0.235022379266738,12,2.33468398914439,0.666391006647031,12,1.45064798828018,2.81749363801102,12,5.10833333333333,0.0288675134594814,12,0.118035991516577,0.118035991516577,14,0.0518723301724276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,2018,好感度%（四级题，1-2档）,48.9,37.8,871,Pew Research Center,Pew_2018_27国,1.62455043412588,0.751672504582912,12,1.49295992202427,1.54562822648854,12,1.37668661114361,2.01150431030395,12,5.075,0.283244192751189,12,0.462818803624474,0.462818803624474,14,0.428351311062623,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
United Kingdom,2019,好感度%（四级题，1-2档）,35.5,59.6,980,Pew Research Center,Pew_2019_34国,0.626055413326543,0.509931329183644,12,0.368847638926123,1.46542489361006,12,-1.84615836569687,2.01767235827207,3,4.05,0.431698548021228,12,-0.4256599814228,-0.4256599814228,14,-0.541806062769805,2,0,1,1,1,0,1,2,1,0,0,0,1,1,0,1,0,0,1,0,1
United States,2005,好感度%（四级题，1-2档）,42.5,36.2,787,Pew Research Center,Pew_2005_22国,1.14178979202723,0.562610561627439,12,1.1835918164381,0.668136319222985,12,1.37421904924452,0.834872649683956,12,0.416666666666667,0.216724933890166,12,0.0384707271839847,0.0384707271839847,14,-0.0350074346483871,2,0,0,2,0,0,1,2,2,0,0,1,1,0,0,0,1,0,1,0,0
United States,2006,好感度%（四级题，1-2档）,51.1,30.9,821,Pew Research Center,Pew_2006_15国,1.34582618496873,0.312782082104352,12,1.52781256567926,0.4999282167818,12,1.16832065867648,0.795682810499968,12,1.26666666666667,0.459907764138802,12,0.608688454900892,0.608688454900892,14,0.587630879900783,2,0,0,2,0,0,1,2,2,0,1,0,1,0,0,0,1,0,1,0,0
United States,2008,好感度%（四级题，1-2档）,34.4,45.9,803,Pew Research Center,Pew_2008_24国,0.802554345769034,0.610530454987775,12,1.34450293435043,0.632648683940336,12,1.04593734635856,0.803879164953684,12,0.991666666666667,0.210878393795327,12,-0.498594807061009,-0.498594807061009,14,-0.621445847188885,3,1,0,2,0,1,1,3,2,0,0,0,2,0,1,0,0,1,2,0,0
United States,2009,好感度%（四级题，1-2档）,47,41.6,886,Pew Research Center,Pew_2009春_25国,1.03256119232186,0.312116863378469,12,1.52135157981518,0.465511472174449,12,0.672214333999738,0.68816360904921,12,1.04166666666667,0.405548636996473,12,0.336840468431203,0.336840468431203,14,0.290791683429667,3,0,0,3,0,0,1,3,3,0,0,1,2,0,0,0,1,0,2,0,0
United States,2010,好感度%（四级题，1-2档）,47.7,39.1,870,Pew Research Center,Pew_2010_22国,0.558590867648094,0.526971334673632,12,0.693229364395786,0.509732844050924,12,0.14325661144067,1.01942119365032,12,1.05833333333333,0.124011240937215,12,0.383253539291882,0.383253539291882,14,0.341471546241809,2,0,0,2,0,0,1,2,2,0,0,0,2,0,0,0,0,0,2,0,0
United States,2011,好感度%（四级题，1-2档）,47.8,40.4,882,Pew Research Center,Pew_2011_23国,0.515801602356127,0.330347379129957,12,0.918304428484689,0.655918413835886,12,0.844399739312864,1.12742662362387,12,1.975,0.105528970602217,12,0.389883977986264,0.389883977986264,14,0.348711526643543,3,0,1,2,1,0,1,3,2,0,1,0,1,1,0,1,1,0,1,0,0
United States,2012,好感度%（四级题，1-2档）,37.2,45.6,837,Pew Research Center,Pew_2012_21国,0.409494857974257,0.349871553582273,12,0.776499823557405,0.422853009515325,12,0.0744566155487121,0.928294386226363,12,1.76666666666667,0.0984731927834663,12,-0.312942523618295,-0.312942523618295,14,-0.418726395940317,2,0,0,2,0,0,1,2,2,0,0,0,2,0,0,0,0,0,2,0,0
United States,2013,好感度%（四级题，1-2档）,33.3,54.8,883,Pew Research Center,Pew_2013_39国,0.579215061974857,0.270001394691233,12,1.04303827957527,0.646394196572391,12,0.27892972895265,0.931611468152567,12,2.06666666666667,0.23094010767585,12,-0.571529632699218,-0.571529632699218,14,-0.701085631607965,2,1,0,1,0,1,1,2,2,0,0,0,2,0,0,0,1,0,1,0,0
United States,2014,好感度%（四级题，1-2档）,31.6,59.3,911,Pew Research Center,Pew_2014_44国,0.285807975363875,0.415360148159951,12,1.09727736918173,0.797036246712859,12,0.495991526309618,1.17760557245523,12,1.53333333333333,0.370094173109625,12,-0.684247090503723,-0.684247090503723,14,-0.824165298437452,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
United States,2016,好感度%（四级题，1-2档）,34.7,56.6,916,Pew Research Center,Pew_2016_19国,0.098387581121691,0.317157483017346,12,0.82352427617201,0.677550196328809,12,0.170901919414432,0.760162392736932,12,0.325,0.662124679278073,12,-0.478703490977861,-0.478703490977861,14,-0.599725905983681,2,0,1,1,1,0,1,2,1,0,0,0,1,1,0,1,0,0,1,0,1
United States,2017,好感度%（四级题，1-2档）,40.7,52,1396,Pew Research Center,Pew_2017_38国,0.261071394029617,0.361308291527958,12,0.869933759642787,0.518247731108922,12,-0.172761001782609,0.873754934843437,12,-1.43333333333333,0.497874269147129,12,-0.0808771693149026,-0.0808771693149026,14,-0.165327081879609,3,0,0,3,0,0,1,3,3,0,1,1,1,0,0,0,2,0,1,0,0
United States,2018,好感度%（四级题，1-2档）,37.6,50,1314,Pew Research Center,Pew_2018_27国,-0.0990400375713527,0.396096712244493,12,0.247482212166554,0.72076677285451,12,-1.32672160829208,0.782329969325434,12,-3.69166666666667,1.03612769775767,12,-0.286420768840765,-0.286420768840765,14,-0.389766474333379,5,0,4,1,1,0,1,5,1,0,0,0,1,4,0,1,0,0,1,0,0
United States,2019,好感度%（四级题，1-2档）,23.7,65.2,1336,Pew Research Center,Pew_2019_34国,-0.150003777103682,0.299750508290092,12,0.714071130180269,0.546089303535236,12,0.404262750325007,0.846749383087769,3,-5.43333333333333,0.422833157152888,12,-1.20805174735995,-1.20805174735995,14,-1.39612375017448,2,0,1,1,1,0,1,2,1,0,0,0,1,1,0,1,0,0,1,0,0
