window_id,db,trade,pol_var,avg_response_lag,immediate_share,peak_lag,sig_lags_count,method,sum_abs_coef,n,n_country,window_midpoint
6,Phoenix,Trade_Exports,Pol_Partner_CHN,2.77955389765338,0.0624933203594238,2,0,Raw,,,,
6,Phoenix,Trade_Imports,Pol_Agg,3.21387213158776,0.0699807799117435,2,0,Raw,,,,
6,Phoenix,Trade_Imports,Pol_CHN_Partner,3.63336374220036,0.103607320350106,2,0,Raw,,,,
6,Phoenix,Trade_Imports,Pol_Partner_CHN,2.48040110528236,0.0769180559945597,1,0,Raw,,,,
6,Tsinghua,Trade_Total,Pol_Agg,3.69716288640363,0.195083776587588,5,0,Raw,,,,
6,Tsinghua,Trade_Exports,Pol_Agg,2.55076663271497,0.221452904179767,0,2,Raw,,,,
6,Tsinghua,Trade_Imports,Pol_Agg,4.22032944123536,0.0087489337697183,6,3,Raw,,,,
7,GDELT,Trade_Total,Pol_Agg,2.46470184965469,0.179119965361111,1,1,Raw,,,,
7,GDELT,Trade_Total,Pol_CHN_Partner,2.07503956866183,0.282982539176089,1,2,Raw,,,,
7,GDELT,Trade_Total,Pol_Partner_CHN,2.67808535028941,0.136703845764341,1,0,Raw,,,,
7,GDELT,Trade_Exports,Pol_Agg,2.81332231423425,0.114728785450683,1,0,Raw,,,,
7,GDELT,Trade_Exports,Pol_CHN_Partner,2.81810914455584,0.177454934724316,6,1,Raw,,,,
7,GDELT,Trade_Exports,Pol_Partner_CHN,2.69763296317992,0.182998568105495,1,0,Raw,,,,
7,GDELT,Trade_Imports,Pol_Agg,2.51529905221097,0.200852285267586,0,3,Raw,,,,
7,GDELT,Trade_Imports,Pol_CHN_Partner,2.06769064582722,0.306073604046472,0,3,Raw,,,,
7,GDELT,Trade_Imports,Pol_Partner_CHN,2.83379782672244,0.119323935015543,5,1,Raw,,,,
7,ICEWS,Trade_Total,Pol_Agg,2.77528654773991,0.16047342692973,4,2,Raw,,,,
7,ICEWS,Trade_Total,Pol_CHN_Partner,2.46799593794125,0.270552788962315,0,2,Raw,,,,
7,ICEWS,Trade_Total,Pol_Partner_CHN,3.38548131069057,0.0485819689748262,2,0,Raw,,,,
7,ICEWS,Trade_Exports,Pol_Agg,2.25139829275549,0.30079818140541,0,0,Raw,,,,
7,ICEWS,Trade_Exports,Pol_CHN_Partner,1.84680653054505,0.352620308024835,0,1,Raw,,,,
7,ICEWS,Trade_Exports,Pol_Partner_CHN,3.31588791178161,0.166696719745763,2,0,Raw,,,,
7,ICEWS,Trade_Imports,Pol_Agg,3.406850875639,0.0196387992352813,4,2,Raw,,,,
7,ICEWS,Trade_Imports,Pol_CHN_Partner,3.08087160049299,0.168824578464989,3,2,Raw,,,,
7,ICEWS,Trade_Imports,Pol_Partner_CHN,3.0341411274769,0.18064742621486,4,2,Raw,,,,
7,Phoenix,Trade_Total,Pol_Agg,2.3230733654398,0.205564000340422,1,0,Raw,,,,
7,Phoenix,Trade_Total,Pol_CHN_Partner,3.37262838060098,0.0441693952124363,4,1,Raw,,,,
7,Phoenix,Trade_Total,Pol_Partner_CHN,3.62304104326128,0.0769150404284674,6,0,Raw,,,,
7,Phoenix,Trade_Exports,Pol_Agg,2.64729331506142,0.079867317993915,2,1,Raw,,,,
7,Phoenix,Trade_Exports,Pol_CHN_Partner,3.01138087398214,0.123775688269256,2,1,Raw,,,,
7,Phoenix,Trade_Exports,Pol_Partner_CHN,3.22188495378061,0.201154919914062,6,0,Raw,,,,
7,Phoenix,Trade_Imports,Pol_Agg,2.33399030663854,0.154520241662203,2,0,Raw,,,,
7,Phoenix,Trade_Imports,Pol_CHN_Partner,2.93009042187087,0.0599778887780846,1,0,Raw,,,,
7,Phoenix,Trade_Imports,Pol_Partner_CHN,2.46907501921416,0.0395035022952569,2,0,Raw,,,,
7,Tsinghua,Trade_Total,Pol_Agg,4.01331063605568,0.14289728436345,5,1,Raw,,,,
7,Tsinghua,Trade_Exports,Pol_Agg,3.4481735425517,0.0674301217611242,3,2,Raw,,,,
7,Tsinghua,Trade_Imports,Pol_Agg,3.74268255912957,0.0815672782304439,5,3,Raw,,,,
8,GDELT,Trade_Total,Pol_Agg,3.25082363781627,0.108687386060037,6,2,Raw,,,,
8,GDELT,Trade_Total,Pol_CHN_Partner,3.09564700396802,0.183705922147572,6,2,Raw,,,,
8,GDELT,Trade_Total,Pol_Partner_CHN,3.00050443956315,0.122508383738166,6,2,Raw,,,,
8,GDELT,Trade_Exports,Pol_Agg,4.11520443553343,0.124448109664577,6,3,Raw,,,,
8,GDELT,Trade_Exports,Pol_CHN_Partner,3.79537514454983,0.130915813414186,6,3,Raw,,,,
8,GDELT,Trade_Exports,Pol_Partner_CHN,4.20130395793155,0.0153557636152787,6,2,Raw,,,,
8,GDELT,Trade_Imports,Pol_Agg,2.50377144610039,0.214058734077393,0,2,Raw,,,,
8,GDELT,Trade_Imports,Pol_CHN_Partner,2.21686730153088,0.274127227942045,0,2,Raw,,,,
8,GDELT,Trade_Imports,Pol_Partner_CHN,2.72470008261957,0.15959019540815,5,2,Raw,,,,
8,ICEWS,Trade_Total,Pol_Agg,3.41641360645178,0.0604602822955117,4,1,Raw,,,,
8,ICEWS,Trade_Total,Pol_CHN_Partner,2.182926746466,0.329585818017285,0,1,Raw,,,,
8,ICEWS,Trade_Total,Pol_Partner_CHN,3.48661406636712,0.0354846229454797,4,1,Raw,,,,
8,ICEWS,Trade_Exports,Pol_Agg,3.38253171202335,0.137283800931382,6,1,Raw,,,,
8,ICEWS,Trade_Exports,Pol_CHN_Partner,3.3170075947431,0.103805726560485,5,0,Raw,,,,
8,ICEWS,Trade_Exports,Pol_Partner_CHN,3.92277719276422,0.0584347664083955,6,0,Raw,,,,
8,ICEWS,Trade_Imports,Pol_Agg,3.92194191610171,0.0103521289298736,4,3,Raw,,,,
8,ICEWS,Trade_Imports,Pol_CHN_Partner,3.03522447782637,0.156358149555765,5,0,Raw,,,,
8,ICEWS,Trade_Imports,Pol_Partner_CHN,3.24811923091169,0.0941402583138115,4,2,Raw,,,,
8,Phoenix,Trade_Total,Pol_Agg,4.13850757853867,0.0461438282299264,6,0,Raw,,,,
8,Phoenix,Trade_Total,Pol_CHN_Partner,3.29522252181216,0.22857845947882,5,0,Raw,,,,
8,Phoenix,Trade_Total,Pol_Partner_CHN,3.8288349590289,0.029073744963929,6,0,Raw,,,,
8,Phoenix,Trade_Exports,Pol_Agg,2.9443723324778,0.170053897343094,6,0,Raw,,,,
8,Phoenix,Trade_Exports,Pol_CHN_Partner,2.78437859252359,0.0517602549863331,2,0,Raw,,,,
8,Phoenix,Trade_Exports,Pol_Partner_CHN,3.8949791018398,0.0522827146732731,6,1,Raw,,,,
8,Phoenix,Trade_Imports,Pol_Agg,2.50267853360016,0.307387464004561,0,0,Raw,,,,
8,Phoenix,Trade_Imports,Pol_CHN_Partner,2.40516169739869,0.284163035028424,0,0,Raw,,,,
8,Phoenix,Trade_Imports,Pol_Partner_CHN,3.08729041489181,0.076729518831791,5,0,Raw,,,,
8,Tsinghua,Trade_Total,Pol_Agg,4.16336678288319,0.0861610513127962,5,3,Raw,,,,
8,Tsinghua,Trade_Exports,Pol_Agg,3.68046319024733,0.0213408339278451,3,4,Raw,,,,
8,Tsinghua,Trade_Imports,Pol_Agg,3.71593241837403,0.0794910775545167,5,4,Raw,,,,
9,GDELT,Trade_Total,Pol_Agg,3.87607749387781,0.154944011847023,6,0,Raw,,,,
9,GDELT,Trade_Total,Pol_CHN_Partner,4.02753132187124,0.12808030838379,6,0,Raw,,,,
9,GDELT,Trade_Total,Pol_Partner_CHN,3.3596808289104,0.0243505548900997,6,0,Raw,,,,
9,GDELT,Trade_Exports,Pol_Agg,3.47798724341403,0.150874367621758,6,4,Raw,,,,
9,GDELT,Trade_Exports,Pol_CHN_Partner,3.31434933434814,0.157433523829909,6,6,Raw,,,,
9,GDELT,Trade_Exports,Pol_Partner_CHN,3.78716580623007,0.0832546125848895,6,2,Raw,,,,
9,GDELT,Trade_Imports,Pol_Agg,2.87365371513093,0.175731645656346,5,2,Raw,,,,
9,GDELT,Trade_Imports,Pol_CHN_Partner,2.39681135996105,0.244315990496279,0,1,Raw,,,,
9,GDELT,Trade_Imports,Pol_Partner_CHN,3.0440327368391,0.125783042685149,5,3,Raw,,,,
9,ICEWS,Trade_Total,Pol_Agg,2.4949410802429,0.210709661348428,3,0,Raw,,,,
9,ICEWS,Trade_Total,Pol_CHN_Partner,2.80815568348639,0.129714349986634,2,0,Raw,,,,
9,ICEWS,Trade_Total,Pol_Partner_CHN,3.10062325389981,0.0432843254572105,2,0,Raw,,,,
